case_id,set_name,oracle_split,target_rgroup,predicted_dominant_valid_rgroup,predicted_equals_oracle,target_in_top3_valid_rgroups,target_score_ratio_valid,dominant_ratio_valid_rgroups,not_independent_locator_benchmark,not_construction_consistency_denominator
case_001178,S0_all_valid_injection_attempts,supported_single_rgroup,R6,R6,True,True,1.0,1.0,True,True
case_001179,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001180,S0_all_valid_injection_attempts,supported_single_rgroup,R6,R6,True,True,1.0,1.0,True,True
case_001186,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001187,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001190,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_001191,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_001194,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_001195,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_001196,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_001197,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_001198,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_001205,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_001212,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001213,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001214,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001215,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001216,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001227,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,1.0,1.0,True,True
case_001230,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001231,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001232,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001233,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001234,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001237,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_001238,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_001241,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_001243,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001245,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001248,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001249,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001250,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001251,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001252,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001254,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001255,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001266,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001267,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001268,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001269,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001270,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001285,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001287,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001288,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001297,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001298,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001299,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001300,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001301,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001302,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001307,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001308,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001312,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001314,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001315,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_001316,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001317,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001318,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001319,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001320,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_001325,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001329,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001331,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001332,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001333,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001334,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001335,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001336,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001337,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001338,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001343,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001345,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001348,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001350,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001351,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_001353,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001354,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001355,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001356,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_001362,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001364,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001365,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001366,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001369,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001370,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001371,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001372,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001373,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001374,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001379,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001380,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001385,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001386,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001387,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_001388,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001389,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001390,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001391,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001392,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_001397,S0_all_valid_injection_attempts,supported_single_rgroup,R8,R8,True,True,1.0,1.0,True,True
case_001401,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001402,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001403,S0_all_valid_injection_attempts,near_miss_contact,R8,R8,True,True,1.0,1.0,True,True
case_001405,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001406,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001410,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001419,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001422,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001423,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9995196297980887,0.9995196297980887,True,True
case_001424,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9997589434138844,0.9997589434138844,True,True
case_001425,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9998364377346609,0.9998364377346609,True,True
case_001426,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9997140557900615,0.9997140557900615,True,True
case_001427,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9990194273660845,0.9990194273660845,True,True
case_001428,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9929324217134899,0.9929324217134899,True,True
case_001429,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9991921336354977,0.9991921336354977,True,True
case_001430,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9992767758657382,0.9992767758657382,True,True
case_001431,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9996150641741945,0.9996150641741945,True,True
case_001432,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9993899808938683,0.9993899808938683,True,True
case_001433,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9997269246195537,0.9997269246195537,True,True
case_001435,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9997786654508397,0.9997786654508397,True,True
case_001436,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.99949077907051,0.99949077907051,True,True
case_001440,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9995781320858158,0.9995781320858158,True,True
case_001446,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001453,S0_all_valid_injection_attempts,global_pose_failure,R2,R2,True,True,1.0,1.0,True,True
case_001457,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001459,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9982522292763119,0.9982522292763119,True,True
case_001460,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9990479695920252,0.9990479695920252,True,True
case_001461,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9994225297733736,0.9994225297733736,True,True
case_001462,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9988850902374,0.9988850902374,True,True
case_001463,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9953538271436922,0.9953538271436922,True,True
case_001464,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9883856180795069,0.9883856180795069,True,True
case_001465,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9975614267298952,0.9975614267298952,True,True
case_001466,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9981855084040507,0.9981855084040507,True,True
case_001467,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9981689226198683,0.9981689226198683,True,True
case_001468,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.998567204952038,0.998567204952038,True,True
case_001472,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.999292709996337,0.999292709996337,True,True
case_001474,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.999174797807355,0.999174797807355,True,True
case_001475,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9983685910783973,0.9983685910783973,True,True
case_001476,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,0.9974525143233084,0.9974525143233084,True,True
case_001479,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001481,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001482,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001483,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001484,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001485,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001486,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001489,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001491,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001494,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001495,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001513,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001514,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001515,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001516,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001517,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001519,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001521,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001522,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001523,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001526,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001527,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001528,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001533,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001536,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001537,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001538,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001539,S0_all_valid_injection_attempts,global_pose_failure,R2,R2,True,True,1.0,1.0,True,True
case_001540,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001542,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001546,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001549,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001567,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001568,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001569,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001570,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001571,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001572,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001574,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001575,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001576,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001577,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001579,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001580,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001583,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001587,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001590,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001591,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001593,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001594,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001598,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001603,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001621,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001622,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001623,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001624,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001625,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001627,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001628,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001629,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001630,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001633,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001636,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001638,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001641,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001644,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_001645,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_001646,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_001647,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,1.0,1.0,True,True
case_001648,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_001650,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_001653,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_001657,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001675,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001676,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001677,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001678,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001679,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001680,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001682,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001683,S0_all_valid_injection_attempts,near_miss_contact,R5,R5,True,True,1.0,1.0,True,True
case_001684,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001687,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001688,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001689,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001692,S0_all_valid_injection_attempts,supported_single_rgroup,R5,R5,True,True,1.0,1.0,True,True
case_001695,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001698,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001699,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001700,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001701,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001702,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001704,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001707,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001711,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001729,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001730,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001731,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001732,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001733,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001734,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001736,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001737,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_001738,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001739,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001740,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001743,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001745,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001749,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001752,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001753,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001754,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001755,S0_all_valid_injection_attempts,global_pose_failure,R2,R2,True,True,1.0,1.0,True,True
case_001756,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001758,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001762,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001765,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001783,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001784,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001785,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001786,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001787,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001790,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001791,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001792,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001793,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001796,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001797,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001799,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001803,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001806,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
